year,race_ethnicity,total_count
2024,Sheltered Total Homeless People in Families - White Only,67406.0
2024,Sheltered Total Homeless People in Families - White and Hispanic/Latina/e/o,43204.0
2024,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",870.0
2024,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous Only",752.0
2024,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",118.0
2024,Sheltered Total Homeless Veterans - Asian or Asian American,314.0
2024,Sheltered Total Homeless Veterans - Asian or Asian American Only,304.0
2024,Sheltered Total Homeless Veterans - Asian or Asian American and Hispanic/Latina/e/o,10.0
2024,"Sheltered Total Homeless Veterans - Black, African American, or African",13866.0
2024,"Sheltered Total Homeless Veterans - Black, African American, or African Only",13492.0
2024,"Sheltered Total Homeless Veterans - Black, African American, or African and Hispanic/Latina/e/o",374.0
2024,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3356.0
2024,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o Only,1074.0
2024,Sheltered Total Homeless Veterans - Multi-Racial and Hispanic/Latina/e/o,188.0
2024,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,282.0
2024,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander Only,240.0
2024,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,42.0
2024,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,34706.0
2024,Sheltered Total Homeless Veterans - White,20480.0
2024,Sheltered Total Homeless Veterans - White Only,18930.0
2024,Sheltered Total Homeless Veterans - White and Hispanic/Latina/e/o,1550.0
2024,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",17698.0
2024,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous Only",15702.0
2024,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",1996.0
2024,Unsheltered Homeless - Asian or Asian American,7362.0
2024,Unsheltered Homeless - Asian or Asian American Only,6674.0
2024,Unsheltered Homeless - Asian or Asian American and Hispanic/Latina/e/o,688.0
2024,"Unsheltered Homeless - Black, African American, or African",114104.0
2024,"Unsheltered Homeless - Black, African American, or African Only",109996.0
2024,"Unsheltered Homeless - Black, African American, or African and Hispanic/Latina/e/o",4108.0
2024,Unsheltered Homeless - Hispanic/Latina/e/o,134218.0
2024,Unsheltered Homeless - Hispanic/Latina/e/o Only,97440.0
2024,Unsheltered Homeless - Middle Eastern or North African and Hispanic/Latina/e/o,194.0
2024,Unsheltered Homeless - Multi-Racial and Hispanic/Latina/e/o,4818.0
2024,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,8732.0
2024,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander Only,8168.0
2024,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,564.0
2024,Unsheltered Homeless - Non-Hispanic/Latina/e/o,414230.0
2024,Unsheltered Homeless - White,223400.0
2024,Unsheltered Homeless - White Only,210720.0
2024,Unsheltered Homeless - White and Hispanic/Latina/e/o,12680.0
2024,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",16686.0
2024,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous Only",14790.0
2024,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",1896.0
2024,Unsheltered Homeless Individuals - Asian or Asian American,6982.0
2024,Unsheltered Homeless Individuals - Asian or Asian American Only,6304.0
2024,Unsheltered Homeless Individuals - Asian or Asian American and Hispanic/Latina/e/o,678.0
2024,"Unsheltered Homeless Individuals - Black, African American, or African",104422.0
2024,"Unsheltered Homeless Individuals - Black, African American, or African Only",100796.0
2024,"Unsheltered Homeless Individuals - Black, African American, or African and Hispanic/Latina/e/o",3626.0
2024,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,124928.0
2024,Unsheltered Homeless Individuals - Hispanic/Latina/e/o Only,91408.0
2024,Unsheltered Homeless Individuals - Middle Eastern or North African and Hispanic/Latina/e/o,194.0
2024,Unsheltered Homeless Individuals - Multi-Racial and Hispanic/Latina/e/o,4134.0
2024,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,6424.0
2024,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander Only,5886.0
2024,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,538.0
2024,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,386406.0
2024,Unsheltered Homeless Individuals - White,211442.0
2024,Unsheltered Homeless Individuals - White Only,199942.0
2024,Unsheltered Homeless Individuals - White and Hispanic/Latina/e/o,11500.0
2024,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1012.0
2024,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous Only",912.0
2024,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",100.0
2024,Unsheltered Homeless People in Families - Asian or Asian American,380.0
2024,Unsheltered Homeless People in Families - Asian or Asian American Only,370.0
2024,Unsheltered Homeless People in Families - Asian or Asian American and Hispanic/Latina/e/o,10.0
2024,"Unsheltered Homeless People in Families - Black, African American, or African",9682.0
2024,"Unsheltered Homeless People in Families - Black, African American, or African Only",9200.0
2024,"Unsheltered Homeless People in Families - Black, African American, or African and Hispanic/Latina/e/o",482.0
2024,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,9290.0
2024,Unsheltered Homeless People in Families - Hispanic/Latina/e/o Only,6032.0
2024,Unsheltered Homeless People in Families - Multi-Racial and Hispanic/Latina/e/o,684.0
2024,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,2308.0
2024,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander Only,2282.0
2024,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,26.0
2024,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,27824.0
2024,Unsheltered Homeless People in Families - White,11958.0
2024,Unsheltered Homeless People in Families - White Only,10778.0
2024,Unsheltered Homeless People in Families - White and Hispanic/Latina/e/o,1180.0
2024,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1006.0
2024,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous Only",894.0
2024,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",112.0
2024,Unsheltered Homeless Veterans - Asian or Asian American,406.0
2024,Unsheltered Homeless Veterans - Asian or Asian American Only,388.0
2024,Unsheltered Homeless Veterans - Asian or Asian American and Hispanic/Latina/e/o,18.0
2024,"Unsheltered Homeless Veterans - Black, African American, or African",5904.0
2024,"Unsheltered Homeless Veterans - Black, African American, or African Only",5716.0
2024,"Unsheltered Homeless Veterans - Black, African American, or African and Hispanic/Latina/e/o",188.0
2024,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,4708.0
2024,Unsheltered Homeless Veterans - Hispanic/Latina/e/o Only,3332.0
2024,Unsheltered Homeless Veterans - Middle Eastern or North African and Hispanic/Latina/e/o,8.0
2024,Unsheltered Homeless Veterans - Multi-Racial and Hispanic/Latina/e/o,304.0
2024,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,356.0
2024,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander Only,334.0
2024,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,22.0
2024,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,22994.0
2024,Unsheltered Homeless Veterans - White,11554.0
2024,Unsheltered Homeless Veterans - White Only,11130.0
2024,Unsheltered Homeless Veterans - White and Hispanic/Latina/e/o,424.0
